;price;bedrooms;bathrooms;sqft_living;floors;waterfront;condition;grade;sqft_above;sqft_basement;yr_built;lat;long
37;640000,0;4;2,0;2360;2,0;0;4;8;2360;0;1904;47,6702;-122,362
38;240000,0;4;1,0;1220;1,0;0;2;7;890;330;1969;47,3341;-122,282
39;605000,0;4;2,5;2620;2,0;0;3;8;2620;0;1996;47,5301;-122,18
40;625000,0;4;2,5;2570;2,0;0;3;9;2570;0;2000;47,6145;-122,027
41;775000,0;4;2,25;4220;1,0;0;3;8;2600;1620;1984;47,445;-122,347
42;861990,0;5;2,75;3595;2,0;0;3;9;3595;0;2014;47,6848;-122,016
43;685000,0;3;1,0;1570;2,0;0;3;7;1570;0;1922;47,6413;-122,364
44;309000,0;3;1,0;1280;1,0;0;4;6;920;360;1959;47,4485;-122,175
45;488000,0;3;2,5;3160;2,0;0;3;8;3160;0;2003;47,7443;-121,977
46;210490,0;3;1,0;990;1,0;0;3;6;990;0;1966;47,3066;-122,371
47;785000,0;4;2,5;2290;2,0;0;4;9;2290;0;1981;47,6194;-122,151
48;450000,0;3;1,75;1250;1,0;0;4;7;1250;0;1953;47,6796;-122,301
49;1350000,0;3;2,5;2753;1,0;1;5;9;2165;588;1953;47,4041;-122,451
50;228000,0;3;1,0;1190;1,0;0;3;7;1190;0;1955;47,4258;-122,322
51;345000,0;5;2,5;3150;1,0;0;4;8;1640;1510;1966;47,4934;-122,189
52;600000,0;3;1,75;1410;1,0;0;4;7;1000;410;1950;47,6808;-122,384
53;585000,0;2;1,75;1980;1,0;0;3;7;990;990;1981;47,6989;-122,369
54;920000,0;5;2,25;2730;1,5;0;3;8;2130;600;1927;47,6571;-122,281
55;885000,0;4;2,5;2830;2,0;0;3;9;2830;0;1995;47,6597;-122,29
56;292500,0;4;2,5;2250;2,0;0;3;7;2250;0;2008;47,3663;-122,114
57;301000,0;3;2,5;2420;2,0;0;3;8;2420;0;2003;47,3663;-122,122
58;951000,0;5;3,25;3250;2,0;0;4;8;3250;0;1968;47,588;-122,116
59;430000,0;4;3,0;1850;2,0;0;3;8;1850;0;1991;47,5059;-122,149
60;650000,0;3;2,25;2150;1,0;0;4;8;1590;560;1959;47,4336;-122,339
61;289000,0;3;1,75;1260;1,0;0;3;7;1260;0;1954;47,4366;-122,335
62;505000,0;3;1,75;2519;2,0;0;5;8;2519;0;1973;47,4428;-122,344
63;549000,0;3;1,75;1540;3,0;0;3;8;1540;0;2014;47,6765;-122,32
64;425000,0;3;2,25;1660;1,0;0;3;7;1110;550;1979;47,6113;-122,297
65;317625,0;3;2,75;2770;1,5;0;5;7;1770;1000;1925;47,5747;-122,304
66;975000,0;4;2,5;2720;2,0;0;3;10;2720;0;1989;47,5815;-122,192
67;287000,0;4;2,5;2240;2,0;0;3;7;2240;0;2005;47,3378;-122,257
68;204000,0;3;1,0;1000;1,0;0;4;7;1000;0;1968;47,3621;-122,11
69;1325000,0;5;2,25;3200;1,0;0;3;8;1600;1600;1965;47,6303;-122,215
70;1040000,0;5;3,25;4770;1,0;0;4;11;3070;1700;1973;47,6525;-122,16
71;325000,0;3;2,0;1260;1,0;0;4;7;1260;0;1972;47,7362;-122,179
72;571000,0;4;2,0;2750;1,5;0;5;7;2250;500;1916;47,7168;-122,287
73;360000,0;4;2,5;2380;2,0;0;3;8;2380;0;2005;47,3608;-122,036
74;349000,0;3;1,75;1790;1,0;0;5;7;1090;700;1965;47,3511;-122,073
75;832500,0;4;4,0;3430;2,0;0;4;10;2390;1040;1986;47,5822;-121,987
76;380000,0;4;1,75;1760;1,0;0;3;7;880;880;1956;47,6034;-122,125
77;480000,0;3;1,0;1040;1,0;0;3;7;1040;0;1941;47,5636;-122,394
78;410000,0;3;1,0;1410;1,0;0;4;7;910;500;1956;47,7073;-122,34
79;720000,0;4;2,5;3450;2,0;0;3;10;3450;0;2002;47,342;-122,025
80;390000,0;3;2,5;2350;2,0;0;3;8;2350;0;2003;47,3512;-122,008
81;360000,0;4;2,5;1900;2,0;0;3;7;1900;0;1992;47,349;-122,031
82;355000,0;2;1,0;2020;1,0;0;3;7;1010;1010;1948;47,5474;-122,291
83;356000,0;3;1,5;1680;1,0;0;3;8;1680;0;1964;47,4811;-122,149
84;315000,0;3;1,0;960;1,0;0;3;6;960;0;1952;47,7264;-122,31
85;940000,0;3;1,5;2140;2,0;0;3;9;1900;240;1925;47,6337;-122,365
86;305000,0;5;2,25;2660;1,5;0;5;7;2660;0;1961;47,2909;-122,189
87;461000,0;3;3,25;2770;2,0;0;3;9;1980;790;2006;47,5228;-122,199
88;215000,0;2;2,25;1610;2,0;0;4;7;1610;0;1979;47,518;-122,194
89;335000,0;2;1,75;1030;2,0;0;3;7;765;265;2006;47,5394;-122,387
90;243500,0;4;2,5;1980;2,0;0;3;7;1980;0;1988;47,2897;-122,372
91;1099880,0;5;2,75;3520;2,0;0;4;10;3520;0;2001;47,6506;-122,391
92;153000,0;3;1,0;1200;1,0;0;3;7;1200;0;1962;47,322;-122,351
93;430000,0;3;1,5;1580;1,0;0;3;8;1290;290;1939;47,687;-122,386
94;700000,0;3;1,5;1580;1,0;0;3;8;1290;290;1939;47,687;-122,386
95;905000,0;4;2,5;3300;1,0;0;3;7;2390;910;1946;47,5873;-122,249
96;247500,0;3;1,75;1960;1,0;0;3;7;1960;0;1967;47,3576;-122,277
97;199000,0;4;1,5;1160;1,0;0;4;7;1160;0;1975;47,3036;-122,378
98;314000,0;3;1,75;1810;1,0;0;5;7;1210;600;1980;47,4109;-121,958
99;437500,0;3;2,5;2320;2,0;0;3;9;2320;0;1992;47,4838;-121,714
100;850830,0;3;2,5;2070;1,5;0;5;9;1270;800;1910;47,6415;-122,315
101;555000,0;3;2,0;1980;1,5;0;4;7;1440;540;1929;47,6775;-122,372
102;699950,0;3;2,25;2190;2,0;0;4;8;2190;0;1983;47,7731;-122,08
103;1088000,0;3;2,5;2920;2,0;0;3;8;2920;0;1950;47,5814;-122,196
104;290000,0;3;1,0;1210;1,0;0;3;7;1210;0;1954;47,4375;-122,184
105;375000,0;3;2,5;2340;1,0;0;4;8;1460;880;1978;47,4431;-122,133
106;460000,0;3;1,0;1670;1,5;0;4;7;1170;500;1939;47,6878;-122,38
107;188500,0;2;1,75;1240;1,0;0;4;8;1240;0;1985;47,3813;-122,322
108;680000,0;4;2,5;3140;2,0;0;4;10;3140;0;1991;47,7304;-122,082
109;470000,0;5;1,75;2030;2,0;0;4;7;2030;0;1942;47,6417;-122,109
110;597750,0;4;2,5;2310;2,0;0;3;8;2310;0;1984;47,5386;-122,053
111;570000,0;3;1,75;1260;1,0;0;5;6;700;560;1905;47,6823;-122,349
112;272500,0;3;1,75;1540;1,0;0;4;7;1160;380;1980;47,3624;-122,031
113;329950,0;3;1,75;2080;1,0;0;3;7;1080;1000;1971;47,5474;-122,295
114;480000,0;4;2,5;3230;2,0;0;3;9;2520;710;2001;47,3183;-122,253
115;740500,0;3;3,5;4380;2,0;0;3;8;2780;1600;1900;47,6981;-122,368
116;518500,0;3;3,5;1590;3,0;0;3;8;1590;0;2010;47,6824;-122,347
117;205425,0;2;1,0;880;1,0;0;4;6;880;0;1945;47,5009;-122,248
118;171800,0;4;2,0;1570;1,0;0;3;6;1570;0;1950;47,4965;-122,303
119;535000,0;4;1,0;1610;1,5;0;4;7;1610;0;1925;47,587;-122,294
120;660000,0;3;2,5;2400;1,0;0;3;8;1560;840;1964;47,7728;-122,386
121;391500,0;3;2,0;1450;1,0;0;3;7;1450;0;1987;47,7288;-122,226
122;395000,0;2;1,0;770;1,0;0;3;6;770;0;1953;47,6999;-122,364
123;445000,0;4;1,75;2100;1,5;0;5;7;1720;380;1924;47,5299;-122,266
124;770000,0;3;2,25;2910;2,0;0;3;9;2910;0;1990;47,6897;-122,098
125;1450000,0;4;2,75;2750;1,5;0;3;8;1980;770;1914;47,6141;-122,212
126;445000,0;3;2,25;2100;1,0;0;3;8;1620;480;1967;47,5091;-122,244
127;260000,0;4;2,25;2160;1,0;0;3;8;1360;800;1978;47,3129;-122,39
128;822500,0;5;3,5;2320;2,0;0;5;7;1720;600;1926;47,6763;-122,352
129;430000,0;4;2,5;2070;2,0;0;3;7;2070;0;2004;47,5319;-121,85
130;212000,0;3;1,75;1060;1,0;0;4;7;1060;0;1986;47,2761;-122,152
131;660500,0;4;2,25;2010;1,0;0;3;8;1440;570;1986;47,5343;-122,054
132;784000,0;3;3,5;3950;1,5;0;3;9;2460;1490;1989;47,697;-122,072
133;453246,0;3;2,5;2010;2,0;0;3;8;1390;620;2014;47,5517;-121,998
134;675000,0;4;3,5;2140;3,0;0;3;9;2140;0;2005;47,6734;-122,38
135;199000,0;3;1,75;1320;1,0;0;4;7;1320;0;1956;47,3257;-122,296
136;220000,0;4;1,75;2020;1,0;0;3;7;1010;1010;1968;47,3309;-122,299
137;452000,0;4;2,25;2590;1,0;0;4;8;1340;1250;1968;47,7689;-122,266
138;382500,0;2;1,0;1190;1,0;0;3;6;1190;0;1981;47,7135;-122,287
139;519950,0;3;2,25;1170;3,0;0;3;8;1170;0;2014;47,6722;-122,381
140;665000,0;2;1,0;1110;1,0;0;3;7;1110;0;1925;47,6338;-122,358
141;527700,0;5;2,5;2820;1,0;0;4;8;1550;1270;1968;47,5707;-122,128
142;205000,0;3;1,0;1610;1,0;0;4;7;1010;600;1962;47,4563;-122,171
143;420000,0;3;1,0;1060;1,0;0;4;7;940;120;1923;47,7144;-122,351
144;500000,0;4;2,25;2030;1,0;0;4;8;1380;650;1961;47,5495;-122,174
145;921500,0;4;2,5;3670;2,0;0;4;9;3670;0;1994;47,7421;-122,026
146;890000,0;4;1,0;2550;2,0;0;3;8;2370;180;1905;47,6354;-122,353
147;430000,0;2;2,5;2420;2,0;0;3;7;2420;0;2007;47,5262;-121,943
148;258000,0;5;2,0;2260;1,0;0;4;8;1130;1130;1960;47,3887;-122,286
149;511000,0;3;1,0;1430;1,0;0;3;7;980;450;1947;47,6873;-122,336
150;532170,0;3;2,0;1360;2,0;0;3;8;1360;0;1990;47,6838;-122,353
151;560000,0;3;1,0;1110;1,5;0;3;7;1110;0;1947;47,655;-122,359
152;282950,0;3;1,0;1250;1,0;0;4;7;1250;0;1954;47,3255;-122,304
153;2250000,0;4;3,25;5180;2,0;0;3;12;3540;1640;2006;47,562;-122,162
154;350000,0;1;1,0;700;1,0;0;3;7;700;0;1942;47,679;-122,3
155;215000,0;3;1,0;1180;1,0;0;4;7;1180;0;1967;47,4479;-122,176
156;650000,0;5;3,5;3960;2,0;0;3;9;2500;1460;1996;47,525;-122,172
157;320000,0;4;2,75;2640;1,0;0;3;8;1620;1020;1967;47,3135;-122,369
158;247000,0;3;2,0;1270;1,5;0;3;7;1270;0;1916;47,2086;-121,996
159;320000,0;4;1,75;1760;1,0;0;4;8;1760;0;1968;47,4715;-122,118
160;255000,0;5;2,25;2060;1,0;0;3;7;1030;1030;1962;47,4877;-122,335
161;438000,0;3;1,75;1780;1,0;0;3;7;1780;0;1962;47,7171;-122,193
162;900000,0;3;2,5;3400;2,0;0;3;10;3400;0;2000;47,6012;-122,023
163;441000,0;3;2,75;1910;1,0;0;3;7;1160;750;1979;47,7319;-122,224
164;420000,0;3;2,0;2020;1,0;0;4;7;1010;1010;1975;47,4582;-122,023
165;370000,0;3;1,75;1580;1,0;0;3;7;1180;400;1976;47,7209;-122,168
166;269950,0;2;1,75;1340;1,0;0;5;5;700;640;1949;47,408;-122,327
167;807100,0;4;2,5;2680;2,0;0;3;9;2680;0;1999;47,565;-122,125
168;653000,0;3;2,5;2680;1,0;0;4;8;1610;1070;1979;47,7028;-122,231
169;371500,0;3;2,0;1370;1,0;0;5;7;1370;0;1964;47,7458;-122,331
170;284000,0;3;1,75;1560;1,0;0;3;7;1560;0;1954;47,4776;-122,337
171;272000,0;3;1,75;2160;1,0;0;4;7;1670;490;1978;47,3026;-122,374
172;313000,0;3;1,5;1340;1,5;0;3;7;1340;0;1955;47,7658;-122,339
173;917500,0;4;2,5;3880;2,0;0;3;10;2570;1310;1984;47,6477;-122,182
174;673000,0;4;2,25;2590;2,0;0;4;8;2590;0;1980;47,5619;-122,125
175;425000,0;3;2,5;1120;2,0;0;3;8;820;300;2008;47,6106;-122,31
176;399950,0;5;2,75;1970;1,0;0;3;7;1320;650;1986;47,5868;-122,308
177;385000,0;3;1,0;1220;1,0;0;3;6;1220;0;1901;47,6101;-122,307
178;269950,0;3;1,5;1950;1,0;0;4;7;1320;630;1975;47,1976;-121,999
179;330000,0;2;1,0;1350;1,0;0;3;7;1060;290;1949;47,7224;-122,358
180;260000,0;3;2,5;1670;2,0;0;3;7;1670;0;1988;47,3505;-122,179
181;470000,0;4;3,0;2380;1,5;0;4;7;1680;700;1925;47,5384;-122,376
182;589000,0;4;3,0;2440;2,0;0;5;7;2440;0;1961;47,7044;-122,2
183;163500,0;2;1,5;1050;2,0;0;3;7;1050;0;1996;47,3848;-122,039
184;835000,0;4;2,75;3130;2,0;0;3;9;2140;990;1993;47,6993;-122,102
185;1095000,0;5;3,0;4090;1,0;0;4;10;2090;2000;1986;47,6627;-122,188
186;269000,0;4;1,75;1490;1,0;0;4;8;1100;390;1969;47,3099;-122,379
187;560000,0;3;2,5;1900;2,0;0;3;8;1900;0;1987;47,62;-122,043
188;615000,0;4;1,0;1330;1,5;0;4;6;1330;0;1901;47,65;-122,34
189;585188,0;3;2,25;2230;1,0;0;3;8;1430;800;1975;47,6647;-122,153
190;305000,0;3;1,75;1650;1,0;0;3;7;1220;430;1977;47,726;-122,191
191;166950,0;3;1,0;1190;1,0;0;3;6;1190;0;1959;47,4616;-122,184
192;799000,0;3;2,5;2140;1,0;0;4;8;2140;0;1959;47,5505;-122,219
193;400000,0;3;2,5;2180;1,0;0;4;7;1420;760;1962;47,7606;-122,336
194;230000,0;3;1,0;1060;1,0;0;3;7;1060;0;1948;47,7481;-122,3
195;256883,0;3;2,5;1690;2,0;0;3;8;1690;0;2003;47,2779;-122,347
196;423000,0;4;2,0;1970;1,5;0;5;7;1130;840;1920;47,5511;-122,312
197;465000,0;3;2,5;2150;2,0;0;3;8;2150;0;2007;47,5488;-122,372
198;440000,0;3;2,5;1910;2,0;0;3;7;1910;0;1997;47,5385;-121,911
199;385000,0;3;1,75;1350;1,0;0;4;7;1350;0;1969;47,4058;-121,994
200;210000,0;3;1,0;860;1,0;0;4;6;860;0;1943;47,5093;-122,184
201;297000,0;3;2,5;1940;2,0;0;3;8;1940;0;1994;47,3777;-122,165
202;470000,0;3;1,0;1010;1,0;0;3;7;1010;0;1952;47,675;-122,394
203;226500,0;3;1,5;1300;1,0;0;4;7;900;400;1976;47,3025;-122,37
204;274250,0;3;1,0;910;1,0;0;4;6;910;0;1962;47,4787;-122,158
205;840000,0;4;1,75;2480;1,0;0;4;9;1630;850;1966;47,5378;-122,219
206;677900,0;3;2,5;2440;2,0;0;3;8;2440;0;2010;47,7073;-122,114
207;425000,0;3;1,0;1010;1,0;0;3;7;1010;0;1915;47,5733;-122,381
208;180250,0;2;0,75;900;1,0;0;3;6;900;0;1941;47,4604;-122,339
209;464000,0;6;3,0;2300;2,0;0;3;7;1600;700;1920;47,7067;-122,343
210;320000,0;4;2,25;1550;2,0;0;3;8;1550;0;1993;47,354;-122,047
211;625504,0;3;2,25;1270;2,0;0;3;8;1060;210;2014;47,6647;-122,284
212;592500,0;4;2,5;2240;1,0;0;3;9;2240;0;1983;47,6143;-122,017
213;465000,0;3;2,5;2714;2,0;0;3;9;2714;0;2005;47,3185;-122,275
214;477000,0;4;2,75;1720;2,0;0;3;8;1720;0;1978;47,5458;-122,268
215;280000,0;2;1,0;850;1,0;0;3;6;850;0;1923;47,4889;-122,299
216;1505000,0;5;3,0;3300;1,0;0;3;9;1870;1430;1957;47,5673;-122,21
217;445838,0;3;2,5;2250;2,0;0;3;8;2250;0;2000;47,5133;-122,379
218;1072000,0;2;2,25;3900;1,0;0;3;8;1950;1950;1947;47,5884;-122,291
219;467000,0;2;1,5;1320;1,0;0;4;8;1320;0;1947;47,7145;-122,367
220;686000,0;4;2,5;2760;2,0;0;3;10;2760;0;1999;47,5836;-122,026
221;279950,0;3;2,0;1750;1,0;0;3;7;1350;400;1961;47,398;-122,299
222;527000,0;4;2,25;2330;2,0;0;3;8;2330;0;1987;47,7663;-122,215
223;325000,0;3;2,25;2220;1,0;0;4;8;1780;440;1966;47,3758;-122,217
224;328000,0;3;2,25;2020;2,0;0;3;7;2020;0;1994;47,3828;-122,023
225;390000,0;3;2,25;1250;1,0;0;5;7;1250;0;1942;47,5123;-122,373
226;479950,0;2;2,0;1510;1,0;0;3;8;1510;0;2005;47,7076;-122,013
227;264950,0;4;2,25;1720;1,0;0;4;7;1120;600;1978;47,2922;-122,371
228;235000,0;3;1,0;1430;1,0;0;4;7;980;450;1961;47,4075;-122,214
229;516500,0;3;2,5;1480;2,0;0;3;7;1480;0;2004;47,6794;-122,034
230;655000,0;2;1,75;1450;2,0;1;3;7;1230;220;1915;47,4497;-122,375
231;500000,0;4;2,75;2280;1,0;0;5;7;2280;0;1960;47,5218;-122,164
232;315000,0;6;2,75;2940;1,0;0;3;8;1780;1160;1978;47,3103;-122,339
233;213000,0;2;1,0;1000;1,0;0;3;6;1000;0;1961;47,5687;-121,899
234;475000,0;3;1,5;2480;1,5;0;5;7;1620;860;1947;47,5575;-122,303
235;1025000,0;5;4,0;3760;2,0;0;3;10;3760;0;1983;47,6489;-122,183
236;416000,0;3;2,0;2220;1,0;0;5;7;1640;580;1976;47,3459;-121,95
237;410000,0;4;1,0;1970;1,5;0;3;7;1670;300;1904;47,6136;-122,303
238;800000,0;3;3,5;3830;2,0;0;3;10;3530;300;1993;47,7641;-122,023
239;472000,0;6;2,5;4410;1,0;0;4;9;2350;2060;1965;47,3376;-122,324
240;225000,0;3;1,75;1430;1,0;0;4;7;1430;0;1968;47,3173;-122,319
241;210000,0;2;1,0;830;1,0;0;3;6;830;0;1940;47,5308;-122,376
242;455000,0;2;1,0;1430;1,5;0;2;7;1430;0;1925;47,6727;-122,299
243;225000,0;3;1,0;1300;1,0;0;4;6;1300;0;1954;47,3221;-122,216
244;480000,0;2;1,0;1030;1,0;0;4;7;790;240;1918;47,6779;-122,353
245;363000,0;3;2,5;2740;2,0;0;3;9;2740;0;1990;47,3076;-122,395
246;2400000,0;4;2,5;3650;1,0;1;3;9;1830;1820;2000;47,6338;-122,072
247;181000,0;2;1,5;720;1,0;0;3;6;720;0;1954;47,5218;-122,357
248;250000,0;4;2,0;2010;1,0;0;4;7;2010;0;1976;47,2785;-122,213
249;481000,0;3;1,75;1560;1,0;0;4;6;770;790;1918;47,6846;-122,345
250;260000,0;3;2,0;1810;1,0;0;4;7;1240;570;1978;47,3656;-122,278
251;455000,0;4;2,5;3360;2,0;0;3;9;3360;0;2001;47,4369;-122,111
252;415000,0;3;2,25;1510;2,0;0;3;8;1510;0;1991;47,4616;-121,711
253;349500,0;3;1,0;1400;1,0;0;3;7;800;600;1953;47,5405;-122,27
254;245000,0;3;2,5;1730;2,0;0;3;7;1730;0;1987;47,3507;-122,178
255;592500,0;2;2,0;1420;1,5;0;5;7;1420;0;1928;47,6979;-122,32
256;385000,0;4;1,75;2360;1,0;0;4;7;1180;1180;1955;47,5278;-122,345
257;315000,0;3;1,75;1580;1,0;0;4;7;1200;380;1974;47,4756;-122,147
258;255000,0;3;1,0;1230;1,0;0;3;7;1230;0;1979;47,4437;-121,772
259;693000,0;4;2,5;2460;2,0;0;3;8;2460;0;2006;47,7048;-122,109
260;780000,0;3;1,0;1660;1,5;0;3;8;1460;200;1911;47,6362;-122,302
261;237000,0;3;1,75;1270;1,0;0;4;7;1270;0;1960;47,4207;-122,29
262;525000,0;3;2,25;2100;2,0;0;3;10;1320;780;1979;47,6154;-122,047
263;425000,0;2;1,0;770;1,0;0;3;5;770;0;1930;47,5964;-122,299
264;369900,0;1;0,75;760;1,0;1;5;5;760;0;1936;47,4683;-122,438
265;290000,0;4;2,5;1700;2,0;0;4;7;1700;0;1988;47,4045;-122,171
266;285000,0;3;1,0;1120;1,0;0;3;7;1120;0;1954;47,5544;-122,358
267;415000,0;2;1,0;1070;1,0;0;3;7;1070;0;1937;47,6802;-122,29
268;272500,0;3;2,5;2070;1,0;0;3;8;1420;650;1979;47,2988;-122,371
269;2900000,0;4;3,25;5050;1,5;0;3;11;4750;300;1982;47,6312;-122,223
270;1365000,0;4;4,75;5310;2,0;0;4;11;5310;0;1989;47,7285;-122,042
271;436000,0;2;1,0;1040;1,0;0;4;7;1040;0;1939;47,7107;-122,352
272;210000,0;3;1,0;1700;1,0;0;4;7;1700;0;1967;47,3271;-122,323
273;236000,0;3;1,0;1300;1,0;0;3;7;1300;0;1961;47,5053;-122,255
274;331000,0;3;1,75;1080;1,0;0;3;7;580;500;1954;47,6601;-122,4
275;365000,0;3;2,5;2653;2,0;0;3;8;2653;0;2006;47,4145;-122,166
276;450000,0;3;2,0;2290;1,0;0;5;8;2290;0;1960;47,4672;-122,165
277;770000,0;4;2,75;3820;2,0;0;3;9;2850;970;2014;47,7618;-122,261
278;455000,0;4;2,5;2210;1,0;0;3;8;2210;0;1997;47,3828;-122,071
279;405000,0;3;1,75;2390;1,0;0;3;6;1240;1150;1908;47,5362;-122,268
280;304900,0;4;1,75;2600;1,0;0;4;7;1610;990;1969;47,3954;-122,206
281;170000,0;2;1,0;860;1,0;0;3;6;860;0;1931;47,5048;-122,272
282;2050000,0;5;3,0;3830;2,0;0;5;9;2630;1200;1905;47,6166;-122,287
283;780000,0;4;2,5;3500;2,0;0;3;9;3500;0;2005;47,6811;-122,025
284;330000,0;3;3,0;2420;1,0;0;4;8;1740;680;1988;47,7486;-122,23
285;370000,0;4;2,5;2720;2,0;0;3;9;2720;0;1992;47,3846;-122,169
286;467000,0;5;2,25;2500;1,0;0;3;7;1850;650;1979;47,7564;-122,144
287;405000,0;3;1,75;1670;1,0;0;3;7;1140;530;1980;47,7198;-122,193
288;675000,0;5;2,25;2900;1,0;0;3;8;1450;1450;1985;47,5461;-122,151
289;500000,0;2;1,0;1640;1,0;0;4;7;1140;500;1954;47,5712;-122,143
290;389999,0;4;2,5;1890;2,0;0;4;7;1890;0;1968;47,4281;-122,343
291;630000,0;4;1,75;2950;1,0;0;4;8;1780;1170;1975;47,7128;-122,223
292;360000,0;4;2,5;2160;2,0;0;3;9;2160;0;1992;47,3341;-122,255
293;580000,0;4;3,0;3280;2,0;0;3;8;2270;1010;1986;47,5399;-122,181
294;550000,0;3;2,0;1970;2,0;0;5;8;1270;700;1929;47,5717;-122,375
295;879000,0;4;2,5;3360;2,0;0;3;10;3360;0;1994;47,5951;-122,017
296;265000,0;3;2,0;1320;1,0;0;3;7;1320;0;1993;47,3536;-122,144
297;446500,0;3;2,5;2650;2,0;0;3;8;2650;0;1990;47,5084;-122,154
298;404000,0;3;1,5;2030;1,0;0;3;7;1330;700;1963;47,5586;-122,311
299;267500,0;3;1,75;1590;1,0;0;3;7;1090;500;1957;47,4427;-122,274
300;3075000,0;4;5,0;4550;1,0;1;3;10;2600;1950;2002;47,6053;-122,077
301;335000,0;3;2,5;2440;2,0;0;3;8;2440;0;1998;47,3494;-122,301
302;576000,0;3;2,5;1940;1,0;0;4;7;970;970;1948;47,6933;-122,393
303;208633,0;3;2,5;2040;2,0;0;3;8;2040;0;2006;47,3537;-122,0
304;315000,0;3;2,25;2200;1,0;0;4;7;1120;1080;1964;47,476;-122,337
305;725000,0;3;1,75;1920;1,0;0;4;8;960;960;1913;47,6239;-122,298
306;550000,0;4;2,75;1800;1,0;0;4;8;1400;400;1965;47,7776;-122,384
307;610750,0;4;2,25;2180;2,0;0;3;8;2180;0;1984;47,6459;-122,058
308;550700,0;2;1,0;1010;1,5;0;4;6;1010;0;1908;47,6692;-122,297
309;665000,0;4;2,75;3320;2,0;0;5;8;2220;1100;1960;47,5376;-122,18
310;834000,0;4;2,5;2370;1,5;0;5;8;1980;390;1928;47,601;-122,294
311;201000,0;5;1,75;1660;1,5;0;3;6;1660;0;1915;47,529;-121,837
312;2384000,0;5;2,5;3650;2,0;0;5;10;3370;280;1921;47,6345;-122,367
313;1384000,0;4;3,25;4290;1,0;0;3;11;2690;1600;1997;47,5503;-122,102
314;1400000,0;4;3,25;4290;1,0;0;3;11;2690;1600;1997;47,5503;-122,102
315;305000,0;4;2,25;1950;1,0;0;3;8;1350;600;1979;47,4441;-122,125
